,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
204,204,PTPRF,0.0010429659664337,BipolarDisorder,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
204,204,PTPRF,0.0010429659664337,OCD,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
204,204,PTPRF,0.0010429659664337,Schizophrenia,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
204,204,PTPRF,0.0010429659664337,TouretteSyndrome,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
204,204,PTPRF,0.0010429659664337,UnipolarDepression,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
212,212,LCK,0.0010094948731558,MS,ENSG00000182866,Tier 1,LCK,1,32716840.0,32751766.0,1.0,lymphocyte-specific protein tyrosine kinase [Source:HGNC Symbol;Acc:6524],0.0,1.0,1.0,1.0
217,217,BCL6,0.0009969677425211,MS,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
219,219,SLC2A1,0.0009875051447986,MigraineDisorder,ENSG00000117394,Tier 2,SLC2A1,1,43391052.0,43424530.0,-1.0,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:HGNC Symbol;Acc:11005]",0.0,1.0,1.0,1.0
219,219,SLC2A1,0.0009875051447986,PartialEpilepsy,ENSG00000117394,Tier 2,SLC2A1,1,43391052.0,43424530.0,-1.0,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:HGNC Symbol;Acc:11005]",0.0,1.0,1.0,1.0
225,225,IL22RA2,0.0009536241158102,MS,ENSG00000164485,Tier 3A,IL22RA2,6,137464968.0,137494785.0,-1.0,"interleukin 22 receptor, alpha 2 [Source:HGNC Symbol;Acc:14901]",0.0,1.0,1.0,1.0
226,226,LPP,0.0009523660633633,MS,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
226,226,LPP,0.0009523660633633,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
227,227,CHRNA4,0.0009516171387573,ALS,ENSG00000101204,Tier 1,CHRNA4,20,61975420.0,62009753.0,-1.0,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0.0,1.0,1.0,1.0
227,227,CHRNA4,0.0009516171387573,FrontotemporalDementia,ENSG00000101204,Tier 1,CHRNA4,20,61975420.0,62009753.0,-1.0,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0.0,1.0,1.0,1.0
227,227,CHRNA4,0.0009516171387573,PartialEpilepsy,ENSG00000101204,Tier 1,CHRNA4,20,61975420.0,62009753.0,-1.0,"cholinergic receptor, nicotinic, alpha 4 (neuronal) [Source:HGNC Symbol;Acc:1958]",0.0,1.0,1.0,1.0
229,229,CR1,0.0009487397404435,AD,ENSG00000203710,Tier 3A,CR1,1,207669492.0,207813992.0,1.0,complement component (3b/4b) receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:2334],8.0,1.0,1.0,1.0
231,231,JAK1,0.0009482063598069,MS,ENSG00000162434,Tier 1,JAK1,1,65298912.0,65432187.0,-1.0,Janus kinase 1 [Source:HGNC Symbol;Acc:6190],0.0,1.0,1.0,1.0
235,235,EP300,0.0009407362444548,AnorexiaNervosa,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,1.0,1.0
235,235,EP300,0.0009407362444548,BipolarDisorder,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,1.0,1.0
235,235,EP300,0.0009407362444548,OCD,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,1.0,1.0
235,235,EP300,0.0009407362444548,Schizophrenia,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,1.0,1.0
235,235,EP300,0.0009407362444548,TouretteSyndrome,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,1.0,1.0
235,235,EP300,0.0009407362444548,UnipolarDepression,ENSG00000100393,Tier 2,EP300,22,41487790.0,41576081.0,1.0,E1A binding protein p300 [Source:HGNC Symbol;Acc:3373],1.0,1.0,1.0,1.0
236,236,HGF,0.0009400191865102,AD,ENSG00000019991,Tier 1,HGF,7,81328322.0,81399754.0,-1.0,hepatocyte growth factor (hepapoietin A; scatter factor) [Source:HGNC Symbol;Acc:4893],0.0,1.0,1.0,1.0
237,237,ACE,0.0009372097661254,AD,ENSG00000159640,Tier 1,ACE,17,61554422.0,61599205.0,1.0,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:2707],13.0,1.0,1.0,1.0
237,237,ACE,0.0009372097661254,IntracranialHemorrhage,ENSG00000159640,Tier 1,ACE,17,61554422.0,61599205.0,1.0,angiotensin I converting enzyme [Source:HGNC Symbol;Acc:2707],13.0,1.0,1.0,1.0
238,238,CTSB,0.0009367857900797,PD,ENSG00000164733,Tier 1,CTSB,8,11700033.0,11726957.0,-1.0,cathepsin B [Source:HGNC Symbol;Acc:2527],0.0,1.0,1.0,1.0
239,239,PLXNC1,0.0009336909799716,MS,ENSG00000136040,Tier 3B,PLXNC1,12,94542499.0,94701451.0,1.0,plexin C1 [Source:HGNC Symbol;Acc:9106],0.0,1.0,1.0,1.0
241,241,SCARB1,0.0009274888946892,AD,ENSG00000073060,Tier 2,SCARB1,12,125261402.0,125367214.0,-1.0,"scavenger receptor class B, member 1 [Source:HGNC Symbol;Acc:1664]",6.0,1.0,1.0,1.0
244,244,IL12B,0.0009177789993131,MS,ENSG00000113302,Tier 1,IL12B,5,158741791.0,158757895.0,-1.0,"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) [Source:HGNC Symbol;Acc:5970]",5.0,1.0,1.0,1.0
244,244,IL12B,0.0009177789993131,UnipolarDepression,ENSG00000113302,Tier 1,IL12B,5,158741791.0,158757895.0,-1.0,"interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40) [Source:HGNC Symbol;Acc:5970]",5.0,1.0,1.0,1.0
251,251,STK39,0.000892945607934,PD,ENSG00000198648,Tier 2,STK39,2,168810530.0,169104651.0,-1.0,serine threonine kinase 39 [Source:HGNC Symbol;Acc:17717],2.0,1.0,1.0,1.0
252,252,GPR151,0.0008906399590804,EssentialTremor,ENSG00000173250,Tier 3B,GPR151,5,145892666.0,145895753.0,-1.0,G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:23624],0.0,1.0,1.0,1.0
257,257,GRIN1,0.0008601330786802,PartialEpilepsy,ENSG00000176884,Tier 1,GRIN1,9,140032842.0,140063207.0,1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 1 [Source:HGNC Symbol;Acc:4584]",0.0,1.0,1.0,1.0
259,259,BTN1A1,0.0008584982383351,BipolarDisorder,ENSG00000124557,Tier 3A,BTN1A1,6,26501449.0,26510650.0,1.0,"butyrophilin, subfamily 1, member A1 [Source:HGNC Symbol;Acc:1135]",1.0,1.0,1.0,1.0
259,259,BTN1A1,0.0008584982383351,UnipolarDepression,ENSG00000124557,Tier 3A,BTN1A1,6,26501449.0,26510650.0,1.0,"butyrophilin, subfamily 1, member A1 [Source:HGNC Symbol;Acc:1135]",1.0,1.0,1.0,1.0
262,262,ADGRL2,0.0008584982383351,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
263,263,ADGRL1,0.0008584982383351,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
272,272,BMP3,0.0008436652451172,Schizophrenia,ENSG00000152785,Tier 3A,BMP3,4,81952119.0,81978685.0,1.0,bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:1070],0.0,1.0,1.0,1.0
287,287,BMP8A,0.0008060544202762,MigraineDisorder,ENSG00000183682,Tier 3A,BMP8A,1,39957318.0,39991607.0,1.0,bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:21650],4.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,AnorexiaNervosa,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,BipolarDisorder,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,MajorDepressiveDisorder,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,OCD,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,Schizophrenia,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,TouretteSyndrome,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
288,288,ESR2,0.0008046497388912,UnipolarDepression,ENSG00000140009,Tier 1,ESR2,14,64550950.0,64804830.0,-1.0,estrogen receptor 2 (ER beta) [Source:HGNC Symbol;Acc:3468],1.0,1.0,1.0,1.0
305,305,LAMB3,0.0007902657600448,ALS,ENSG00000196878,Tier 1,LAMB3,1,209788215.0,209825811.0,-1.0,"laminin, beta 3 [Source:HGNC Symbol;Acc:6490]",0.0,1.0,1.0,1.0
313,313,PLCE1,0.0007817483612876,BrainAneurysm,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
313,313,PLCE1,0.0007817483612876,MigraineDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
329,329,CD28,0.000759695350571,MS,ENSG00000178562,Tier 1,CD28,2,204571198.0,204603635.0,1.0,CD28 molecule [Source:HGNC Symbol;Acc:1653],2.0,1.0,1.0,1.0
330,330,IL34,0.0007587237410397,AD,ENSG00000157368,Tier 3B,IL34,16,70613798.0,70694585.0,1.0,interleukin 34 [Source:HGNC Symbol;Acc:28529],0.0,1.0,1.0,1.0
332,332,ANG,0.000756956621707,ALS,ENSG00000214274,Tier 3B,ANG,14,21152336.0,21167130.0,1.0,"angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:483]",0.0,1.0,1.0,1.0
332,332,ANG,0.000756956621707,FrontotemporalDementia,ENSG00000214274,Tier 3B,ANG,14,21152336.0,21167130.0,1.0,"angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:483]",0.0,1.0,1.0,1.0
346,346,GPR20,0.0007522209707979,AnorexiaNervosa,ENSG00000204882,Tier 3B,GPR20,8,142366600.0,142377367.0,-1.0,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475],0.0,1.0,1.0,1.0
346,346,GPR20,0.0007522209707979,BipolarDisorder,ENSG00000204882,Tier 3B,GPR20,8,142366600.0,142377367.0,-1.0,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475],0.0,1.0,1.0,1.0
346,346,GPR20,0.0007522209707979,OCD,ENSG00000204882,Tier 3B,GPR20,8,142366600.0,142377367.0,-1.0,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475],0.0,1.0,1.0,1.0
346,346,GPR20,0.0007522209707979,Schizophrenia,ENSG00000204882,Tier 3B,GPR20,8,142366600.0,142377367.0,-1.0,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475],0.0,1.0,1.0,1.0
346,346,GPR20,0.0007522209707979,TouretteSyndrome,ENSG00000204882,Tier 3B,GPR20,8,142366600.0,142377367.0,-1.0,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475],0.0,1.0,1.0,1.0
346,346,GPR20,0.0007522209707979,UnipolarDepression,ENSG00000204882,Tier 3B,GPR20,8,142366600.0,142377367.0,-1.0,G protein-coupled receptor 20 [Source:HGNC Symbol;Acc:4475],0.0,1.0,1.0,1.0
349,349,SEMA3B,0.0007520454294001,NeuroticDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
358,358,CAMK2D,0.0007485106339753,PD,ENSG00000145349,Tier 1,CAMK2D,4,114372188.0,114683083.0,-1.0,calcium/calmodulin-dependent protein kinase II delta [Source:HGNC Symbol;Acc:1462],1.0,1.0,1.0,1.0
364,364,GPC5,0.0007475946536792,Schizophrenia,ENSG00000179399,Tier 3A,GPC5,13,92050929.0,93519490.0,1.0,glypican 5 [Source:HGNC Symbol;Acc:4453],3.0,1.0,1.0,1.0
367,367,SLAMF1,0.0007454149850987,MS,ENSG00000117090,Tier 3A,SLAMF1,1,160577890.0,160617085.0,-1.0,signaling lymphocytic activation molecule family member 1 [Source:HGNC Symbol;Acc:10903],0.0,1.0,1.0,1.0
380,380,ITGB7,0.0007317620585544,Schizophrenia,ENSG00000139626,Tier 1,ITGB7,12,53585102.0,53601091.0,-1.0,"integrin, beta 7 [Source:HGNC Symbol;Acc:6162]",0.0,1.0,1.0,1.0
394,394,IL21,0.0007245077367681,BipolarDisorder,ENSG00000138684,Tier 3A,IL21,4,123533783.0,123542224.0,-1.0,interleukin 21 [Source:HGNC Symbol;Acc:6005],9.0,1.0,1.0,1.0
396,396,SMPD3,0.0007226561239666,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
403,403,PDGFD,0.000713946391875,MigraineDisorder,ENSG00000170962,Tier 3A,PDGFD,11,103777914.0,104035107.0,-1.0,platelet derived growth factor D [Source:HGNC Symbol;Acc:30620],0.0,1.0,1.0,1.0
406,406,TBK1,0.0007092890764613,ALS,ENSG00000183735,Tier 1,TBK1,12,64845660.0,64895888.0,1.0,TANK-binding kinase 1 [Source:HGNC Symbol;Acc:11584],0.0,1.0,1.0,1.0
406,406,TBK1,0.0007092890764613,FrontotemporalDementia,ENSG00000183735,Tier 1,TBK1,12,64845660.0,64895888.0,1.0,TANK-binding kinase 1 [Source:HGNC Symbol;Acc:11584],0.0,1.0,1.0,1.0
410,410,CHRNB2,0.0007031500366622,PartialEpilepsy,ENSG00000160716,Tier 1,CHRNB2,1,154540257.0,154552502.0,1.0,"cholinergic receptor, nicotinic, beta 2 (neuronal) [Source:HGNC Symbol;Acc:1962]",0.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,ALS,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,AnorexiaNervosa,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,BipolarDisorder,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,BrainAneurysm,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,OCD,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,Schizophrenia,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,TouretteSyndrome,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
411,411,CHRNA3,0.0007031500366622,UnipolarDepression,ENSG00000080644,Tier 1,CHRNA3,15,78885394.0,78913637.0,-1.0,"cholinergic receptor, nicotinic, alpha 3 (neuronal) [Source:HGNC Symbol;Acc:1957]",28.0,1.0,1.0,1.0
412,412,CHRNB4,0.0007031500366622,ALS,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,1.0,1.0
412,412,CHRNB4,0.0007031500366622,AnorexiaNervosa,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,1.0,1.0
412,412,CHRNB4,0.0007031500366622,BipolarDisorder,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,1.0,1.0
412,412,CHRNB4,0.0007031500366622,FrontotemporalDementia,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,1.0,1.0
412,412,CHRNB4,0.0007031500366622,Schizophrenia,ENSG00000117971,Tier 1,CHRNB4,15,78916461.0,79020096.0,-1.0,"cholinergic receptor, nicotinic, beta 4 (neuronal) [Source:HGNC Symbol;Acc:1964]",30.0,1.0,1.0,1.0
413,413,CHRNA2,0.0007031500366622,AD,ENSG00000120903,Tier 1,CHRNA2,8,27317279.0,27337400.0,-1.0,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",0.0,1.0,1.0,1.0
413,413,CHRNA2,0.0007031500366622,PartialEpilepsy,ENSG00000120903,Tier 1,CHRNA2,8,27317279.0,27337400.0,-1.0,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",0.0,1.0,1.0,1.0
413,413,CHRNA2,0.0007031500366622,Schizophrenia,ENSG00000120903,Tier 1,CHRNA2,8,27317279.0,27337400.0,-1.0,"cholinergic receptor, nicotinic, alpha 2 (neuronal) [Source:HGNC Symbol;Acc:1956]",0.0,1.0,1.0,1.0
414,414,CD8B,0.0006975964257464,ProgressiveSupranuclearPalsy,ENSG00000172116,Tier 3A,CD8B,2,87042462.0,87089047.0,-1.0,CD8b molecule [Source:HGNC Symbol;Acc:1707],1.0,1.0,1.0,1.0
428,428,HDC,0.0006751972027946,TouretteSyndrome,ENSG00000140287,Tier 2,HDC,15,50534144.0,50558223.0,-1.0,histidine decarboxylase [Source:HGNC Symbol;Acc:4855],0.0,1.0,1.0,1.0
432,432,GRM5,0.000649089175245,BipolarDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,1.0,1.0
432,432,GRM5,0.000649089175245,MajorDepressiveDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,1.0,1.0
432,432,GRM5,0.000649089175245,NeuroticDisorder,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,1.0,1.0
432,432,GRM5,0.000649089175245,UnipolarDepression,ENSG00000168959,Tier 1,GRM5,11,88237744.0,88799113.0,-1.0,"glutamate receptor, metabotropic 5 [Source:HGNC Symbol;Acc:4597]",10.0,1.0,1.0,1.0
434,434,ROBO1,0.0006436471954033,UnipolarDepression,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
435,435,FGFR1,0.0006352084682274,BipolarDisorder,ENSG00000077782,Tier 1,FGFR1,8,38268656.0,38326352.0,-1.0,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:3688],1.0,1.0,1.0,1.0
435,435,FGFR1,0.0006352084682274,Schizophrenia,ENSG00000077782,Tier 1,FGFR1,8,38268656.0,38326352.0,-1.0,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:3688],1.0,1.0,1.0,1.0
438,438,RTN4R,0.0006274747558969,Schizophrenia,ENSG00000040608,Tier 3A,RTN4R,22,20228938.0,20270769.0,-1.0,reticulon 4 receptor [Source:HGNC Symbol;Acc:18601],0.0,1.0,1.0,1.0
440,440,DAG1,0.0006264769230192,UnipolarDepression,ENSG00000173402,Tier 3B,DAG1,3,49506146.0,49573048.0,1.0,dystroglycan 1 (dystrophin-associated glycoprotein 1) [Source:HGNC Symbol;Acc:2666],11.0,1.0,1.0,1.0
441,441,PMCH,0.0006262461922321,RestlessLeg,ENSG00000183395,Tier 3B,PMCH,12,102590237.0,102591623.0,-1.0,pro-melanin-concentrating hormone [Source:HGNC Symbol;Acc:9109],3.0,1.0,1.0,1.0
462,462,PON1,0.0005682983884667,ALS,ENSG00000005421,Tier 1,PON1,7,94926988.0,95025673.0,-1.0,paraoxonase 1 [Source:HGNC Symbol;Acc:9204],3.0,1.0,1.0,1.0
470,470,LILRA5,0.0005494418709892,AD,ENSG00000187116,Tier 3A,LILRA5,19,54818353.0,54824409.0,-1.0,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [Source:HGNC Symbol;Acc:16309]",0.0,1.0,1.0,1.0
471,471,CD80,0.0005467644876603,MS,ENSG00000121594,Tier 1,CD80,3,119243140.0,119278449.0,-1.0,CD80 molecule [Source:HGNC Symbol;Acc:1700],6.0,1.0,1.0,1.0
481,481,PVR,0.0005408898944529,MS,ENSG00000073008,Tier 3A,PVR,19,45147098.0,45166850.0,1.0,poliovirus receptor [Source:HGNC Symbol;Acc:9705],0.0,1.0,1.0,1.0
486,486,NR1H3,0.0005194064556032,MS,ENSG00000025434,Tier 2,NR1H3,11,47269851.0,47290396.0,1.0,"nuclear receptor subfamily 1, group H, member 3 [Source:HGNC Symbol;Acc:7966]",11.0,1.0,1.0,1.0
487,487,PPARA,0.0005194064556032,BipolarDisorder,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,1.0,1.0
487,487,PPARA,0.0005194064556032,MajorDepressiveDisorder,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,1.0,1.0
487,487,PPARA,0.0005194064556032,Schizophrenia,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,1.0,1.0
487,487,PPARA,0.0005194064556032,UnipolarDepression,ENSG00000186951,Tier 1,PPARA,22,46546424.0,46639653.0,1.0,peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232],2.0,1.0,1.0,1.0
518,518,BMP2,0.0005076674145674,UnipolarDepression,ENSG00000125845,Tier 3A,BMP2,20,6748311.0,6760927.0,1.0,bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:1069],1.0,1.0,1.0,1.0
526,526,JAG1,0.0005065027767996,MigraineDisorder,ENSG00000101384,Tier 3A,JAG1,20,10618332.0,10654694.0,-1.0,jagged 1 [Source:HGNC Symbol;Acc:6188],1.0,1.0,1.0,1.0
527,527,UNC5C,0.000504408726493,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
573,573,IDE,0.0004941124828182,ALS,ENSG00000119912,Tier 2,IDE,10,94211441.0,94333833.0,-1.0,insulin-degrading enzyme [Source:HGNC Symbol;Acc:5381],10.0,1.0,1.0,1.0
574,574,SLC10A2,0.0004941124828182,AD,ENSG00000125255,Tier 1,SLC10A2,13,103696350.0,103719196.0,-1.0,"solute carrier family 10 (sodium/bile acid cotransporter), member 2 [Source:HGNC Symbol;Acc:10906]",0.0,1.0,1.0,1.0
588,588,LTBR,0.0004919183509912,MS,ENSG00000111321,Tier 1,LTBR,12,6484211.0,6500733.0,1.0,"lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:HGNC Symbol;Acc:6718]",1.0,1.0,1.0,1.0
592,592,BTN3A2,0.0004914003997622,BipolarDisorder,ENSG00000186470,Tier 3B,BTN3A2,6,26365387.0,26378546.0,1.0,"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]",0.0,1.0,1.0,1.0
592,592,BTN3A2,0.0004914003997622,MajorDepressiveDisorder,ENSG00000186470,Tier 3B,BTN3A2,6,26365387.0,26378546.0,1.0,"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]",0.0,1.0,1.0,1.0
592,592,BTN3A2,0.0004914003997622,Schizophrenia,ENSG00000186470,Tier 3B,BTN3A2,6,26365387.0,26378546.0,1.0,"butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]",0.0,1.0,1.0,1.0
593,593,CNTNAP2,0.0004911184456382,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
593,593,CNTNAP2,0.0004911184456382,PartialEpilepsy,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
594,594,TYR,0.0004827707179102,UnipolarDepression,ENSG00000077498,Tier 1,TYR,11,88910620.0,89028927.0,1.0,tyrosinase [Source:HGNC Symbol;Acc:12442],11.0,1.0,1.0,1.0
596,596,HAVCR2,0.0004791571903772,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
