,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
203,203,MPL,0.0009983400659855,AnorexiaNervosa,ENSG00000117400,Tier 1,MPL,1,43803478.0,43818443.0,1.0,myeloproliferative leukemia virus oncogene [Source:HGNC Symbol;Acc:7217],0.0,1.0,1.0,0.6
203,203,MPL,0.0009983400659855,BipolarDisorder,ENSG00000117400,Tier 1,MPL,1,43803478.0,43818443.0,1.0,myeloproliferative leukemia virus oncogene [Source:HGNC Symbol;Acc:7217],0.0,1.0,1.0,0.6
203,203,MPL,0.0009983400659855,OCD,ENSG00000117400,Tier 1,MPL,1,43803478.0,43818443.0,1.0,myeloproliferative leukemia virus oncogene [Source:HGNC Symbol;Acc:7217],0.0,1.0,1.0,0.6
203,203,MPL,0.0009983400659855,Schizophrenia,ENSG00000117400,Tier 1,MPL,1,43803478.0,43818443.0,1.0,myeloproliferative leukemia virus oncogene [Source:HGNC Symbol;Acc:7217],0.0,1.0,1.0,0.6
203,203,MPL,0.0009983400659855,TouretteSyndrome,ENSG00000117400,Tier 1,MPL,1,43803478.0,43818443.0,1.0,myeloproliferative leukemia virus oncogene [Source:HGNC Symbol;Acc:7217],0.0,1.0,1.0,0.6
203,203,MPL,0.0009983400659855,UnipolarDepression,ENSG00000117400,Tier 1,MPL,1,43803478.0,43818443.0,1.0,myeloproliferative leukemia virus oncogene [Source:HGNC Symbol;Acc:7217],0.0,1.0,1.0,0.6
204,204,LGI1,0.0009978757023433,PartialEpilepsy,ENSG00000108231,Tier 3B,LGI1,10,95517566.0,95557916.0,1.0,"leucine-rich, glioma inactivated 1 [Source:HGNC Symbol;Acc:6572]",0.0,0.6,1.0,0.6
207,207,SEMA6D,0.0009863047949242,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
207,207,SEMA6D,0.0009863047949242,MajorDepressiveDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
207,207,SEMA6D,0.0009863047949242,RestlessLeg,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
207,207,SEMA6D,0.0009863047949242,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
207,207,SEMA6D,0.0009863047949242,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
211,211,PVR,0.0009701672997397,MS,ENSG00000073008,Tier 3A,PVR,19,45147098.0,45166850.0,1.0,poliovirus receptor [Source:HGNC Symbol;Acc:9705],0.0,0.6,1.0,0.6
212,212,CDH11,0.0009602860938538,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
213,213,MAP4K4,0.0009589335770544,PD,ENSG00000071054,Tier 1,MAP4K4,2,102313312.0,102511149.0,1.0,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:6866],0.0,1.0,0.6,0.6
214,214,S1PR1,0.0009543232504382,PD,ENSG00000170989,Tier 1,S1PR1,1,101702444.0,101707074.0,1.0,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:3165],0.0,1.0,1.0,0.6
215,215,ECM1,0.0009486939729334,MigraineDisorder,ENSG00000143369,Tier 3B,ECM1,1,150480538.0,150486265.0,1.0,extracellular matrix protein 1 [Source:HGNC Symbol;Acc:3153],1.0,0.6,1.0,0.6
221,221,NCR2,0.0009363323584603,AD,ENSG00000096264,Tier 3A,NCR2,6,41303393.0,41318625.0,1.0,natural cytotoxicity triggering receptor 2 [Source:HGNC Symbol;Acc:6732],0.0,0.6,1.0,0.6
222,222,MPO,0.0009327328537873,AD,ENSG00000005381,Tier 1,MPO,17,56347217.0,56358296.0,-1.0,myeloperoxidase [Source:HGNC Symbol;Acc:7218],1.0,1.0,1.0,1.0
224,224,JAG1,0.000931278229519,MigraineDisorder,ENSG00000101384,Tier 3A,JAG1,20,10618332.0,10654694.0,-1.0,jagged 1 [Source:HGNC Symbol;Acc:6188],1.0,0.6,1.0,0.6
230,230,SLIT3,0.0008974577663855,BipolarDisorder,ENSG00000184347,Tier 3A,SLIT3,5,168088745.0,168728133.0,-1.0,slit homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:11087],3.0,0.6,1.0,0.6
231,231,SYNJ1,0.0008951372512445,PD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
232,232,CD5,0.0008948475553844,MS,ENSG00000110448,Tier 1,CD5,11,60869867.0,60895324.0,1.0,CD5 molecule [Source:HGNC Symbol;Acc:1685],0.0,0.6,1.0,0.6
233,233,LRIG1,0.0008903408945545,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
238,238,CNTN4,0.0008807996889807,AnorexiaNervosa,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,0.6,1.0,0.6
238,238,CNTN4,0.0008807996889807,BipolarDisorder,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,0.6,1.0,0.6
238,238,CNTN4,0.0008807996889807,OCD,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,0.6,1.0,0.6
238,238,CNTN4,0.0008807996889807,Schizophrenia,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,0.6,1.0,0.6
238,238,CNTN4,0.0008807996889807,TouretteSyndrome,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,0.6,1.0,0.6
238,238,CNTN4,0.0008807996889807,UnipolarDepression,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,0.6,1.0,0.6
240,240,MERTK,0.0008751813041631,MS,ENSG00000153208,Tier 1,MERTK,2,112656056.0,112787138.0,1.0,c-mer proto-oncogene tyrosine kinase [Source:HGNC Symbol;Acc:7027],2.0,1.0,1.0,0.6
242,242,RPSA,0.0008726419960509,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
246,246,TNFRSF25,0.000851786294761,MS,ENSG00000215788,Tier 3A,TNFRSF25,1,6521211.0,6526255.0,-1.0,"tumor necrosis factor receptor superfamily, member 25 [Source:HGNC Symbol;Acc:11910]",0.0,0.6,1.0,0.6
247,247,CD33,0.0008514855281286,AD,ENSG00000105383,Tier 1,CD33,19,51728320.0,51747115.0,1.0,CD33 molecule [Source:HGNC Symbol;Acc:1659],1.0,0.6,1.0,0.6
248,248,PLXNA4,0.0008502891287072,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
248,248,PLXNA4,0.0008502891287072,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
249,249,SEMA3E,0.0008366110857484,UnipolarDepression,ENSG00000170381,Tier 3B,SEMA3E,7,82993222.0,83278326.0,-1.0,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:HGNC Symbol;Acc:10727]",0.0,0.6,1.0,0.6
252,252,CHRNA1,0.0008209894436105,PartialEpilepsy,ENSG00000138435,Tier 1,CHRNA1,2,175612320.0,175629200.0,-1.0,"cholinergic receptor, nicotinic, alpha 1 (muscle) [Source:HGNC Symbol;Acc:1955]",0.0,1.0,1.0,0.6
254,254,CLEC2D,0.000817071877835,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
258,258,CD46,0.0008072329343492,Schizophrenia,ENSG00000117335,Tier 3A,CD46,1,207925402.0,207968858.0,1.0,"CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:6953]",6.0,0.6,1.0,0.6
259,259,PTK7,0.0008041139961351,Schizophrenia,ENSG00000112655,Tier 3B,PTK7,6,43044006.0,43129457.0,1.0,protein tyrosine kinase 7 [Source:HGNC Symbol;Acc:9618],0.0,1.0,1.0,0.6
261,261,ROBO1,0.0008012815468878,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
264,264,HAVCR1,0.0007923930269413,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
265,265,LRRC4C,0.0007923930269413,MS,ENSG00000148948,Tier 3B,LRRC4C,11,40135753.0,41481323.0,-1.0,leucine rich repeat containing 4C [Source:HGNC Symbol;Acc:29317],0.0,1.0,0.6,0.6
266,266,GPR35,0.0007923930269413,BipolarDisorder,ENSG00000178623,Tier 1,GPR35,2,241544848.0,241570676.0,1.0,G protein-coupled receptor 35 [Source:HGNC Symbol;Acc:4492],2.0,1.0,1.0,0.6
267,267,MAPT,0.0007923930269413,AD,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,0.6,0.6
267,267,MAPT,0.0007923930269413,FrontotemporalDementia,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,0.6,0.6
267,267,MAPT,0.0007923930269413,NeuroticDisorder,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,0.6,0.6
267,267,MAPT,0.0007923930269413,PD,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,0.6,0.6
267,267,MAPT,0.0007923930269413,ProgressiveSupranuclearPalsy,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,0.6,0.6
269,269,SORL1,0.0007923930269413,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
273,273,HTR6,0.0007923930269413,BipolarDisorder,ENSG00000158748,Tier 1,HTR6,1,19991780.0,20006055.0,1.0,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled [Source:HGNC Symbol;Acc:5301]",0.0,1.0,1.0,0.6
275,275,STX4,0.0007923930269413,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
275,275,STX4,0.0007923930269413,PD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
276,276,BTN2A2,0.0007923930269413,MajorDepressiveDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
276,276,BTN2A2,0.0007923930269413,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
279,279,LINGO1,0.0007923930269413,EssentialTremor,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,0.6,1.0,0.6
279,279,LINGO1,0.0007923930269413,NeuroticDisorder,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,0.6,1.0,0.6
279,279,LINGO1,0.0007923930269413,Schizophrenia,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,0.6,1.0,0.6
279,279,LINGO1,0.0007923930269413,UnipolarDepression,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,0.6,1.0,0.6
280,280,TYMP,0.0007923930269413,MS,ENSG00000025708,Tier 2,TYMP,22,50964181.0,50968485.0,-1.0,thymidine phosphorylase [Source:HGNC Symbol;Acc:3148],5.0,1.0,0.6,0.6
286,286,SLC6A4,0.0007923930269413,OCD,ENSG00000108576,Tier 1,SLC6A4,17,28521337.0,28563020.0,-1.0,"solute carrier family 6 (neurotransmitter transporter), member 4 [Source:HGNC Symbol;Acc:11050]",1.0,1.0,0.6,0.6
287,287,IZUMO1,0.0007923930269413,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
295,295,CHRNA7,0.0007868127231405,PartialEpilepsy,ENSG00000175344,Tier 1,CHRNA7,15,32322691.0,32464722.0,1.0,"cholinergic receptor, nicotinic, alpha 7 (neuronal) [Source:HGNC Symbol;Acc:1960]",0.0,1.0,1.0,0.6
296,296,ADGRV1,0.0007849639093336,EssentialTremor,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
296,296,ADGRV1,0.0007849639093336,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
298,298,NID1,0.0007805783199644,PartialEpilepsy,ENSG00000116962,Tier 3A,NID1,1,236139130.0,236228462.0,-1.0,nidogen 1 [Source:HGNC Symbol;Acc:7821],0.0,0.6,1.0,0.6
299,299,MAP2K2,0.0007768489966831,MigraineDisorder,ENSG00000126934,Tier 1,MAP2K2,19,4090319.0,4124126.0,-1.0,mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:6842],0.0,1.0,0.6,0.6
306,306,KMT2E,0.0007599824608988,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
306,306,KMT2E,0.0007599824608988,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
308,308,GRIN2A,0.0007587193438185,AnorexiaNervosa,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
308,308,GRIN2A,0.0007587193438185,BipolarDisorder,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
308,308,GRIN2A,0.0007587193438185,OCD,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
308,308,GRIN2A,0.0007587193438185,PartialEpilepsy,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
308,308,GRIN2A,0.0007587193438185,Schizophrenia,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
308,308,GRIN2A,0.0007587193438185,TouretteSyndrome,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
308,308,GRIN2A,0.0007587193438185,UnipolarDepression,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,0.6,0.6
325,325,TREM2,0.0007522418552259,FrontotemporalDementia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
326,326,CRHR1,0.0007518826333806,PD,ENSG00000120088,Tier 1,CRHR1,17,43699267.0,43913194.0,1.0,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:2357],18.0,1.0,1.0,0.6
326,326,CRHR1,0.0007518826333806,Schizophrenia,ENSG00000120088,Tier 1,CRHR1,17,43699267.0,43913194.0,1.0,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:2357],18.0,1.0,1.0,0.6
326,326,CRHR1,0.0007518826333806,UnipolarDepression,ENSG00000120088,Tier 1,CRHR1,17,43699267.0,43913194.0,1.0,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:2357],18.0,1.0,1.0,0.6
327,327,ABCB1,0.0007513104722657,Schizophrenia,ENSG00000085563,Tier 1,ABCB1,7,87133175.0,87342611.0,-1.0,"ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:40]",0.0,1.0,1.0,1.0
328,328,LTBR,0.0007497094846753,MS,ENSG00000111321,Tier 1,LTBR,12,6484211.0,6500733.0,1.0,"lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:HGNC Symbol;Acc:6718]",1.0,0.6,1.0,0.6
330,330,PTPRF,0.0007477680653355,AnorexiaNervosa,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,0.6,0.6
330,330,PTPRF,0.0007477680653355,BipolarDisorder,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,0.6,0.6
330,330,PTPRF,0.0007477680653355,OCD,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,0.6,0.6
330,330,PTPRF,0.0007477680653355,Schizophrenia,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,0.6,0.6
330,330,PTPRF,0.0007477680653355,TouretteSyndrome,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,0.6,0.6
330,330,PTPRF,0.0007477680653355,UnipolarDepression,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,0.6,0.6
338,338,ATM,0.0007398831811983,PD,ENSG00000149311,Tier 2,ATM,11,108093211.0,108239829.0,1.0,ataxia telangiectasia mutated [Source:HGNC Symbol;Acc:795],3.0,1.0,0.6,0.6
339,339,SEMA3C,0.0007393853346553,AD,ENSG00000075223,Tier 3A,SEMA3C,7,80371854.0,80551675.0,-1.0,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:HGNC Symbol;Acc:10725]",1.0,0.6,1.0,0.6
342,342,IDE,0.0007350466270099,ALS,ENSG00000119912,Tier 2,IDE,10,94211441.0,94333833.0,-1.0,insulin-degrading enzyme [Source:HGNC Symbol;Acc:5381],10.0,1.0,1.0,0.6
346,346,SEMA3B,0.0007271482863907,NeuroticDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
351,351,SHANK2,0.0007198632165877,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
351,351,SHANK2,0.0007198632165877,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
357,357,MC4R,0.0007036090019251,Schizophrenia,ENSG00000166603,Tier 1,MC4R,18,58038564.0,58040001.0,-1.0,melanocortin 4 receptor [Source:HGNC Symbol;Acc:6932],0.0,1.0,1.0,0.6
364,364,PLCB1,0.0006985527736559,PartialEpilepsy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
367,367,CSF1R,0.000695767831323,AD,ENSG00000182578,Tier 1,CSF1R,5,149432854.0,149492935.0,-1.0,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433],0.0,1.0,1.0,0.6
367,367,CSF1R,0.000695767831323,FrontotemporalDementia,ENSG00000182578,Tier 1,CSF1R,5,149432854.0,149492935.0,-1.0,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433],0.0,1.0,1.0,0.6
367,367,CSF1R,0.000695767831323,PD,ENSG00000182578,Tier 1,CSF1R,5,149432854.0,149492935.0,-1.0,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433],0.0,1.0,1.0,0.6
375,375,CD38,0.0006908638941333,PD,ENSG00000004468,Tier 1,CD38,4,15779898.0,15854853.0,1.0,CD38 molecule [Source:HGNC Symbol;Acc:1667],0.0,0.6,1.0,0.6
377,377,SCN9A,0.0006898644814289,PartialEpilepsy,ENSG00000169432,Tier 1,SCN9A,2,167051695.0,167232503.0,-1.0,"sodium channel, voltage-gated, type IX, alpha subunit [Source:HGNC Symbol;Acc:10597]",0.0,1.0,0.6,0.6
380,380,MMP3,0.0006846563469666,AD,ENSG00000149968,Tier 1,MMP3,11,102706532.0,102714534.0,-1.0,"matrix metallopeptidase 3 (stromelysin 1, progelatinase) [Source:HGNC Symbol;Acc:7173]",7.0,1.0,1.0,0.6
381,381,EDAR,0.0006826035729257,AD,ENSG00000135960,Tier 3A,EDAR,2,109510927.0,109605828.0,-1.0,ectodysplasin A receptor [Source:HGNC Symbol;Acc:2895],0.0,0.6,1.0,0.6
396,396,ILDR1,0.0006671133863501,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
398,398,MST1R,0.0006644857304993,Schizophrenia,ENSG00000164078,Tier 1,MST1R,3,49924435.0,49941299.0,-1.0,macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381],3.0,1.0,1.0,0.6
400,400,CD86,0.0006622378631895,MS,ENSG00000114013,Tier 1,CD86,3,121774213.0,121839983.0,1.0,CD86 molecule [Source:HGNC Symbol;Acc:1705],1.0,0.6,1.0,0.6
402,402,CD226,0.000661069066107,MS,ENSG00000150637,Tier 3A,CD226,18,67498394.0,67629039.0,-1.0,CD226 molecule [Source:HGNC Symbol;Acc:16961],7.0,0.6,1.0,0.6
405,405,MAP2K5,0.0006544837006514,BipolarDisorder,ENSG00000137764,Tier 1,MAP2K5,15,67835047.0,68099461.0,1.0,mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:6845],7.0,1.0,0.6,0.6
405,405,MAP2K5,0.0006544837006514,RestlessLeg,ENSG00000137764,Tier 1,MAP2K5,15,67835047.0,68099461.0,1.0,mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:6845],7.0,1.0,0.6,0.6
408,408,PLCG2,0.0006491324190309,AD,ENSG00000197943,Tier 2,PLCG2,16,81772702.0,81991899.0,1.0,"phospholipase C, gamma 2 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9066]",0.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,AnorexiaNervosa,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,BipolarDisorder,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,MajorDepressiveDisorder,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,OCD,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,Schizophrenia,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,TouretteSyndrome,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
410,410,FES,0.000646687057339,UnipolarDepression,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,0.6,0.6
417,417,INPP5D,0.0006416209443745,AD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
428,428,DCLK3,0.0006382795879061,AnorexiaNervosa,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,0.6,0.6
428,428,DCLK3,0.0006382795879061,BipolarDisorder,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,0.6,0.6
428,428,DCLK3,0.0006382795879061,OCD,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,0.6,0.6
428,428,DCLK3,0.0006382795879061,Schizophrenia,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,0.6,0.6
428,428,DCLK3,0.0006382795879061,TouretteSyndrome,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,0.6,0.6
428,428,DCLK3,0.0006382795879061,UnipolarDepression,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,0.6,0.6
437,437,FCGR2A,0.0006278529992704,PD,ENSG00000143226,Tier 3A,FCGR2A,1,161475220.0,161493803.0,1.0,"Fc fragment of IgG, low affinity IIa, receptor (CD32) [Source:HGNC Symbol;Acc:3616]",6.0,0.6,1.0,0.6
438,438,PLA2G6,0.0006276772716588,PD,ENSG00000184381,Tier 2,PLA2G6,22,38507502.0,38601697.0,-1.0,"phospholipase A2, group VI (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:9039]",4.0,1.0,0.6,0.6
449,449,CCRL2,0.0006169279846759,AD,ENSG00000121797,Tier 3B,CCRL2,3,46448654.0,46454488.0,1.0,chemokine (C-C motif) receptor-like 2 [Source:HGNC Symbol;Acc:1612],2.0,1.0,1.0,0.6
464,464,NEGR1,0.0006107346504871,AnorexiaNervosa,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,0.6,1.0,0.6
